date,open,high ,low ,close,turnover,quantity
2017-01-03,3313.9534,3345.2629,3313.9534,3342.2272,8656789600,87612765768
2017-01-04,3340.5576,3369.5658,3338.1527,3368.3117,9005082700,98014355468
2017-01-05,3368.3402,3373.4119,3361.462,3367.7892,8833635700,91189339582
2017-01-06,3366.8522,3368.8705,3346.8914,3347.6665,8745911400,91072256748
2017-01-09,3345.7483,3366.2219,3344.3472,3363.9014,8370794200,87916115243
2017-01-10,3361.6394,3370.5051,3354.0878,3358.2716,8381916000,82533965080
2017-01-11,3355.8008,3366.6315,3334.2978,3334.4954,9107143800,86750457122
2017-01-12,3332.6857,3343.1279,3315.9629,3317.6241,8123913500,75031886874
2017-01-13,3317.9625,3338.174,3309.3741,3319.9122,8418058900,84556101403
2017-01-16,3314.1507,3322.7819,3264.2071,3319.4455,15777913500,1.53263E+11
2017-01-17,3305.6001,3327.3767,3292.2044,3326.3563,6945332800,74754505696
2017-01-18,3323.3389,3350.9619,3320.4062,3339.3653,7062322700,75680677264
2017-01-19,3330.9522,3346.4959,3324.6835,3329.2891,6615980800,63869709163
2017-01-20,3326.9773,3358.4121,3326.374,3354.8891,6530046200,70831324310
2017-01-23,3359.0543,3378.7388,3355.8475,3364.0808,7555749800,76492660154
2017-01-24,3363.1374,3371.32,3355.899,3364.4509,6619422600,66049651289
2017-01-25,3361.6561,3376.4415,3357.2183,3375.9042,5837693100,62483395802
2017-01-26,3378.2609,3395.8848,3378.2609,3387.9606,6531664700,66488818305
2017-02-03,3390.9315,3392.4773,3362.5653,3364.4923,5518886100,57113853255
2017-02-06,3368.1081,3381.3348,3358.7516,3373.2051,6852136000,73408134768
2017-02-07,3371.7695,3376.7099,3354.6251,3365.6849,6375446200,69758178999
2017-02-08,3361.7811,3383.6859,3347.4302,3383.2878,7540287900,82869735773
2017-02-09,3381.8992,3406.5888,3379.7872,3396.2924,9755851500,1.02134E+11
2017-02-10,3398.3173,3422.3256,3398.0295,3413.4868,12376872000,1.21909E+11
2017-02-13,3416.9168,3439.5432,3416.8746,3436.275,12014453800,1.25333E+11
2017-02-14,3438.511,3440.6748,3424.4028,3435.8042,9480946500,98537165438
2017-02-15,3435.3882,3448.0322,3417.0811,3421.7131,12764333800,1.24653E+11
2017-02-16,3421.8299,3440.9331,3418.3514,3440.9331,10827696200,1.0181E+11
2017-02-17,3443.6166,3457.5562,3419.6143,3421.4419,11460003600,1.18033E+11
2017-02-20,3421.6434,3472.6035,3421.6434,3471.3926,13262886200,1.34682E+11
2017-02-21,3475.0584,3490.0855,3472.017,3482.823,11484200900,1.20675E+11
2017-02-22,3483.2008,3489.946,3473.524,3489.7567,10281599400,1.09232E+11
2017-02-23,3487.5745,3492.9616,3460.118,3473.3236,9953633000,1.06556E+11
2017-02-24,3468.9588,3473.8517,3455.2514,3473.8517,9553513300,99875164759
2017-02-27,3471.1319,3472.8356,3441.3938,3446.2228,9867216000,1.06831E+11
2017-02-28,3445.0274,3460.9089,3441.3589,3452.8103,7521526000,81979307361
2017-03-01,3452.2058,3472.6962,3449.109,3458.4376,10326035400,1.09318E+11
2017-03-02,3463.4829,3468.471,3434.001,3435.0963,8989807700,97876187925
2017-03-03,3424.6627,3428.8824,3412.8312,3427.8628,8099465200,90009618835
2017-03-06,3427.2533,3449.0342,3425.9041,3446.484,8307088200,95178548496
2017-03-07,3446.1628,3454.0386,3440.0574,3453.9565,8033472000,94483824245
2017-03-08,3452.2006,3457.0351,3441.2575,3448.7313,7958769000,89124904682
2017-03-09,3442.8953,3443.0455,3414.6782,3426.9438,8457038100,90090049490
2017-03-10,3423.9776,3436.2388,3423.9369,3427.8916,7001619900,82161714923
